person_age,person_education,person_income,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_score,previous_loan_defaults,loan_status
-0.6379844796116038,0,0.3291199124111739,2,0.0837577131847902,3,-1.1963067192981454,-0.8613457763151429,1,0
-0.6379844796116038,1,-1.1280979355301948,1,-0.4277594919278926,1,-1.1963067192981454,0.5043027181062211,1,0
-0.3225588210553036,0,-1.208920788074247,1,0.0837577131847902,1,0.1062712445571315,-0.0512953007427821,0,0
-0.3225588210553036,1,-0.8060763195396118,1,-1.1137263439254943,1,-0.5715374884643991,-1.1968721062015502,0,0
-1.000208736998193,3,0.5455174133363283,2,0.6484738989994092,0,0.8946999836628203,0.0123671393903807,0,1
1.0599310238382555,2,0.165633727389879,1,1.4800714859755184,5,-0.2294894669747656,0.5986077209612598,0,1
-0.6379844796116038,2,0.4788108624012655,2,0.3037912532298743,3,0.876282538670302,0.411516851845533,0,0
0.7716656954016875,4,1.7712655568821434,2,-0.0093480308255937,1,-0.9812048686983784,1.969957968189901,0,0
-1.904854801965233,2,-0.7935065548559083,2,-0.9567728537315806,1,-2.061065210487759,-0.7183524854834286,1,0
0.9235774051308208,2,0.7285912356180219,2,-2.009113468195673,3,0.022664781144298,0.6944473700840407,0,0
0.601829230164741,1,-0.3838349544039646,1,-1.534055036910013,1,0.0628920565237914,0.4809644369259246,1,0
-0.6379844796116038,0,1.1422157953182648,1,-1.534055036910013,2,-1.8142078970022169,-0.8260778211570378,1,0
-0.6379844796116038,1,-1.41700594089034,1,-0.9567728537315806,0,-0.2675969933003461,1.825867868897164,0,0
1.2936399523908813,0,-0.7975380589863125,1,-1.0835488120503358,0,0.8578314268444543,-1.066354176153539,1,0
-1.000208736998193,0,-0.9048210022300296,1,-0.673995928527524,3,-0.3513290398943986,0.8907929652573889,0,0
-1.4185833041255087,1,-0.1980572925385576,2,-0.1669956364166235,0,0.0628920565237914,-0.0301637799148772,0,0
1.0599310238382555,1,-1.310796319997291,1,-0.8099870679274919,3,0.7401794010636262,-0.1556229360052849,1,0
0.1965258915751142,2,-0.391549212707166,1,0.3422840754903792,3,0.0628920565237914,0.5986077209612598,0,0
-0.6379844796116038,0,-0.0412408555473195,2,0.0883132873700536,1,-0.7866773525776483,-0.644916272297703,1,0
-1.000208736998193,2,-1.4412772321449898,1,-1.7186421981539222,0,1.0257240022389147,-0.5889786310054231,1,0
-0.0464180904495991,2,1.9618213615244144,2,0.6484738989994092,1,-1.522943888583816,-0.2171639944054561,0,0
0.601829230164741,3,0.2343014352117872,1,-0.673995928527524,5,-0.1743562848540865,0.2304408106993199,1,0
-0.0464180904495991,1,0.8955377236240669,1,-1.491254947948152,3,-0.7866773525776483,0.5748882040996706,0,0
-1.000208736998193,0,-0.6326566580299671,3,0.9214023847725186,2,-1.282518928207098,-0.257755467015363,1,0
0.4112450290552644,2,0.1639821730266372,2,0.6484738989994092,5,-1.8997721212380396,2.0283543632378795,0,0
-0.6379844796116038,2,1.6836595632692253,2,-0.4277594919278926,0,0.6996086742939549,-0.5322965877750234,1,0
-1.000208736998193,2,-0.371203580162144,2,-1.29324514349278,1,0.2220499501248452,0.6944473700840407,0,0
0.1965258915751142,1,0.1752983523579641,2,0.9797049714494768,1,0.5133415155469371,-1.383699915171151,1,0
1.182721659807992,3,-0.697846635521346,1,-0.9567728537315806,1,-0.2814959332452814,1.0677805916867615,1,0
1.0599310238382555,1,0.573970614578767,2,-0.7407641516027094,2,0.7401794010636262,-1.658379993983809,0,1
-1.4185833041255087,1,-0.3884884324847193,1,-0.673995928527524,1,0.5419867256047021,-1.9209489642245443,1,0
-0.3225588210553036,1,-0.7135711664514567,2,0.3422840754903792,4,-0.8237165725788381,-2.0187143455017376,1,0
-1.000208736998193,1,0.0004402559707377,1,-0.673995928527524,3,0.8946999836628203,-0.5132360824133866,1,0
-1.4185833041255087,2,0.4420616395153779,2,1.6059894481478914,3,-1.433854904541998,-0.1967377218485381,1,0
1.3941255517267768,2,-0.6073952254726882,1,1.7057458007488449,0,2.5412160721740213,0.7673435846238865,0,1
0.4112450290552644,1,0.3851375385350186,2,1.849445544674955,0,1.187938323216395,0.1421199371229061,1,0
1.3941255517267768,1,-1.0122307444176986,1,0.985402424346535,1,-1.738122685544491,0.6224231529025206,0,1
0.1965258915751142,2,-0.612418748104008,1,0.6484738989994092,0,-0.201879389468775,0.4809644369259246,0,0
-1.000208736998193,1,-0.5265665984873495,1,-0.4219775715840227,3,-0.4111387671665295,-1.2445749833083335,1,0
1.6444631174361664,0,0.7004938534335384,2,1.0479066349899235,4,1.3916316077499056,-0.7725771222437443,0,1
-1.000208736998193,0,0.0904687256374778,3,-0.3371580151415984,1,0.8547529542687332,0.5748882040996706,0,0
-0.3225588210553036,0,1.814928606164536,2,-0.673995928527524,5,0.6211154895059492,0.0985071034136432,0,1
-1.4185833041255087,2,-0.371790464225388,1,0.6484738989994092,1,0.0628920565237914,-1.8190868462903425,0,1
-1.000208736998193,1,1.0144968171583608,2,1.2845255325442122,0,-0.1298144587862036,1.4096112128664189,1,0
0.9235774051308208,2,-1.8116308721648988,3,-0.673995928527524,4,-0.7866773525776483,-0.3179934917181826,1,0
