person_age,is_female,person_education,person_income,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_score,previous_loan_defaults,loan_status
-1.4070488152336242,1,3,0.1335661915214692,1,1.8674931813936273,2,1.61807192733571,-1.3823979890562599,0,1
-1.8928840818450863,1,0,-2.821239251041426,3,-2.325208012237829,3,0.10705524047679695,-2.135727928677039,1,0
-0.28366594384389465,1,0,-2.8041128179553154,2,-0.5416421071485473,1,0.6677527481956114,-0.0386182633522934,0,1
-0.9832711786574232,1,2,0.34551967024822794,1,1.8674931813936273,1,1.38722582037437,0.8908146477387673,0,1
-0.6115102412040442,0,3,-0.03612006202544082,1,1.8674931813936273,1,1.1002466787267084,-0.9785241109961678,0,1
-1.8928840818450863,1,0,-2.7489351385975773,3,-1.486910839738421,0,-1.3372977110427038,-1.7931317210242006,0,1
0.006852749255604058,1,2,0.6821345340971772,1,1.8674931813936273,3,0.524880579879922,1.581494382551884,0,1
-0.6115102412040442,1,0,0.7297658414072427,1,1.8674931813936273,1,0.09704602634832331,-0.9956131190142201,0,1
-0.6115102412040442,1,1,0.8440592627492701,1,1.8674931813936273,2,-0.6717250997291385,-1.63037261854683,0,1
-1.8928840818450863,1,0,-2.7715298001005504,3,-1.9257448348729944,0,1.2416657965243951,0.06919491036068308,0,1
-1.4070488152336242,1,0,0.8938313860083534,1,1.8674931813936273,0,-0.15324340851127377,-0.32838458581403823,0,1
-1.8928840818450863,1,1,-2.731860666868638,3,-0.8051549805906271,4,-0.7703889381927039,0.31461800247257465,0,1
-0.9832711786574232,0,2,1.1378787041284089,1,1.8674931813936273,0,-1.0431415173866236,-1.1945370324507836,0,1
0.006852749255604058,0,3,1.4350379597338614,1,1.8674931813936273,3,2.284929005408402,1.779838283711957,0,1
-0.9832711786574232,1,1,1.5794110773161636,1,1.8674931813936273,3,-1.0431415173866236,-1.0295524693597367,0,0
-0.9832711786574232,0,2,1.6789734869686253,1,1.8674931813936273,3,-1.0431415173866236,0.5955924029526504,0,0
-0.9832711786574232,0,2,1.5388042658827208,1,1.8674931813936273,5,2.246524658787384,1.8086144653194256,0,1
-0.6115102412040442,1,3,-2.613141297853452,2,-1.8425591209760712,3,0.05690454274775228,0.9924658997356538,0,1
-0.28366594384389465,0,0,1.9631618735491259,1,1.8674931813936273,2,1.8330970317137891,0.5716398483669831,0,0
-1.4070488152336242,1,3,0.33248503653489897,1,1.8674931813936273,3,2.0610832390627905,1.3073866809669057,0,1
-0.6115102412040442,1,2,-2.654564433298229,3,-1.9842018321759234,2,-1.2783554699040534,-0.7307836245962059,1,0
-1.4070488152336242,0,2,0.7719315954101743,1,1.8674931813936273,2,1.1817074183304572,1.3073866809669057,0,1
-0.6115102412040442,1,0,0.4148633845005306,1,1.8674931813936273,4,0.6076701895144094,0.38355026634081424,0,1
-1.8928840818450863,1,1,-2.612650302330961,2,-0.784079388424837,0,2.105619771940407,-0.22691920199256377,0,1
-0.9832711786574232,0,0,-2.612159439136094,3,-2.0453791106680987,2,-0.5204675592611439,-0.6008385649400443,0,0
-0.6115102412040442,1,2,0.3272061953208079,1,1.8674931813936273,4,-0.28442843247240474,1.5535976300873413,0,1
-1.8928840818450863,1,2,-2.5451807427335194,0,-0.9521677210836984,3,0.6582891307302237,-1.501689654115021,0,1
-1.8928840818450863,0,0,-2.557524523837938,3,-1.714116739416687,1,0.10038358767008868,-0.9267769201343891,0,1
-0.28366594384389465,0,2,1.6775228709322254,1,1.8674931813936273,0,-1.545258202469433,-0.9785241109961678,1,0
0.006852749255604058,0,2,1.133636981848279,1,1.8674931813936273,4,1.0699226571735452,1.0439091820905888,0,1
0.006852749255604058,1,1,1.9631618735491259,2,-0.04074165422995601,1,0.861446868962326,0.7413945436613759,0,0
-1.8928840818450863,0,1,-2.5299133812050623,3,-1.486910839738421,3,-1.1927113892034722,-0.7307836245962059,0,1
-1.4070488152336242,1,2,-0.2652344904215888,1,1.8674931813936273,3,2.284929005408402,-0.6196549051330157,0,1
-0.6115102412040442,0,0,0.3000451202204246,1,1.8674931813936273,5,1.1817074183304572,-1.046403283218998,0,1
-0.28366594384389465,0,2,0.6193728714144024,1,1.8674931813936273,4,1.8671442466799792,0.2691428591649506,0,1
-0.9832711786574232,1,0,0.5238382863452279,1,1.8674931813936273,5,0.06360647468235957,-0.6940761210493845,0,1
0.006852749255604058,0,2,0.23219620205919547,1,1.8674931813936273,1,2.174889484260051,-0.4276418667165714,0,1
